"","CUI","SDUI.x","CODE.y","STR.x"
"1487","C0032716","D011167","37140","SURG PORTACAVAL SHUNT"
"1488","C0005800","D001784","82805","BLOOD GAS ANAL"
"1489","C0005800","D001784","82803","BLOOD GAS ANAL"
"1490","C0282493","D004724","1014777","SURG PROCEDURES ENDOSCOPIC"
"1491","C0282493","D004724","1014777","SURG PROCEDURE ENDOSCOPIC"
"1492","C0016313","D005451","92235","ANGIOGR FLUORESCEIN"
"1493","C0018795","D006328","1013071","HEART CATH"
"1494","C0018821","D006348","33999","HEART SURG PROCEDURES"
"1495","C0027902","D009483","96118","NEUROPSYCHOL TEST"
"1496","C0027902","D009483","96119","NEUROPSYCHOL TEST"
"1497","C0027902","D009483","96120","NEUROPSYCHOL TEST"
"1498","C0031809","D010808","1014526","EXAM PHYSICAL"
"1499","C0032716","D011167","37140","PORTACAVAL SHUNT SURG"
"1500","C0034573","D011860","1010521","ABDOMINAL RADIOGR"
"1501","C1659593","D012796","70380","SIALOGR"
"1502","C0037265","D012866","1021887","FACILITES SKILLED NURS"
"1503","C0038898","D013505","1006964","DIGESTIVE SYSTEM SURG PROCEDURES"
"1504","C0038898","D013505","1006964","SURG PROCEDURE DIGESTIVE SYSTEM"
"1505","C0038902","D013509","1008681","GYNECOL SURG PROCEDURES"
"1506","C0038902","D013509","1008681","GYNECOL SURG PROCEDURE"
"1507","C0038902","D013509","1008681","SURG GYNECOL"
"1508","C0038902","D013509","1008681","SURG PROCEDURES GYNECOL"
"1509","C0041618","D014463","76999","ECHOGR"
"1510","C0041618","D014463","1010759","ECHOGR"
"1511","C0394664","D015670","97811","ACUPUNCTURE THER"
"1512","C0394664","D015670","97810","ACUPUNCTURE THER"
"1513","C0394664","D015670","1013552","ACUPUNCTURE THER"
"1514","C0023911","D016031","1007811","LIVER TRANSPL"
"1515","C0010042","D016039","1009786","CORNEAL TRANSPL"
"1516","C0010042","D016039","1009787","CORNEAL TRANSPL"
"1517","C0024128","D016040","32851","TRANSPL LUNG"
"1518","C0024128","D016040","1006036","TRANSPL LUNG"
"1519","C0206113","D017619","77470","HALF BODY IRRAD"
"1520","C0524850","D019635","64999","NEUROSURG PROCEDURES"
"1521","C0524850","D019635","1009068","NEUROSURG PROCEDURES"
"1522","C0086511","D019645","27440","ARTHROPLASTIES REPLACE KNEE"
"1523","C0086511","D019645","27443","ARTHROPLASTIES REPLACE KNEE"
"1524","C0086511","D019645","27446","ARTHROPLASTIES REPLACE KNEE"
"1525","C0086511","D019645","27447","ARTHROPLASTIES REPLACE KNEE"
"1526","C0086511","D019645","27441","ARTHROPLASTIES REPLACE KNEE"
"1527","C0086511","D019645","27442","ARTHROPLASTIES REPLACE KNEE"
"1528","C0015618","D005196","90846","FAMILY THER"
"1529","C0005427","D001662","1007845","BILIARY SURG PROCEDURES"
"1530","C0005800","D001784","82805","ANAL BLOOD GAS"
"1531","C0005800","D001784","82803","ANAL BLOOD GAS"
"1532","C0008310","D002760","1007283","RETROGRADE CHOLANGIOPANCREATOGR ENDOSCOPIC"
"1533","C0282493","D004724","1014777","ENDOSCOPY SURG"
"1534","C0018821","D006348","33999","PROCEDURE CARDIAC SURG"
"1535","C0018904","D006385","86280","HEMAGGLUTINATION INHIB TESTS"
"1536","C0031740","D010778","96912","PHOTOCHEMOTHER"
"1537","C0031740","D010778","96910","PHOTOCHEMOTHER"
"1538","C0031740","D010778","96913","PHOTOCHEMOTHER"
"1539","C0031740","D010778","1013466","PHOTOCHEMOTHER"
"1540","C0031740","D010778","1013474","PHOTOCHEMOTHER"
"1541","C0033905","D011581","96103","PSYCHOL TEST"
"1542","C0033905","D011581","96101","PSYCHOL TEST"
"1543","C0033905","D011581","96102","PSYCHOL TEST"
"1544","C0033905","D011581","96103","TESTS PSYCHOL"
"1545","C0033905","D011581","96101","TESTS PSYCHOL"
"1546","C0033905","D011581","96102","TESTS PSYCHOL"
"1547","C0034575","D011861","70300","RADIOGR DENT"
"1548","C0034575","D011861","70310","RADIOGR DENT"
"1549","C0034575","D011861","70320","RADIOGR DENT"
"1550","C0034579","D011862","70355","RADIOGR PANORAMIC"
"1551","C0034579","D011862","70355","ORTHOPANTOMOGR"
"1552","C0037265","D012866","1021887","SKILLED NURS FACILITIES"
"1553","C0038897","D013504","1006056","CARDIOVASC SURG PROCEDURES"
"1554","C0038897","D013504","1006056","PROCEDURE CARDIOVASC SURG"
"1555","C0038898","D013505","1006964","PROCEDURE DIGESTIVE SYSTEM SURG"
"1556","C0038902","D013509","1008681","PROCEDURES GYNECOL SURG"
"1557","C0038925","D013524","1003472","SURG FLAPS"
"1558","C0919842","D013588","86780","SYPHILIS SERODIAG"
"1559","C0043162","D014916","77470","IRRAD WHOLE BODY"
"1560","C0018823","D016027","33945","HEART TRANSPL"
"1561","C0030275","D016035","1007944","PANCREAS TRANSPL"
"1562","C0030275","D016035","1007944","TRANSPL PANCREAS"
"1563","C0018833","D016041","1006332","HEART LUNG TRANSPL"
"1564","C0007203","D016887","92950","CARDIO PULM RESUSCITATION"
"1565","C0206113","D017619","77470","HEMI BODY IRRAD"
"1566","C0206113","D017619","77470","SYSTEMIC HEMIBODY IRRAD"
"1567","C0206113","D017619","77470","IRRAD HEMIBODY"
"1568","C0086511","D019645","27440","KNEE REPLACE TOTAL"
"1569","C0086511","D019645","27443","KNEE REPLACE TOTAL"
"1570","C0086511","D019645","27446","KNEE REPLACE TOTAL"
"1571","C0086511","D019645","27447","KNEE REPLACE TOTAL"
"1572","C0086511","D019645","27441","KNEE REPLACE TOTAL"
"1573","C0086511","D019645","27442","KNEE REPLACE TOTAL"
"1574","C0005427","D001662","1007845","SURG PROCEDURE BILIARY"
"1575","C0005790","D001780","1011784","COAG TESTS BLOOD"
"1576","C0043299","D011859","76499","RADIOL DIAG X RAY"
"1577","C0043299","D011859","1010252","RADIOL DIAG X RAY"
"1578","C0043299","D011859","76499","X Ray Radiology, Diagnostic"
"1579","C0043299","D011859","1010252","X Ray Radiology, Diagnostic"
"1580","C0162791","D017408","1022201","Guidelines as Topics"
"1581","C0024485","D008279","76498","TOMOGR NMR"
"1582","C0043299","D011859","76499","DIAG X RAY"
"1583","C0043299","D011859","1010252","DIAG X RAY"
"1584","C0043299","D011859","76499","Diagnostic X-Rays"
"1585","C0043299","D011859","1010252","Diagnostic X-Rays"
"1586","C0043299","D011859","76499","X-Rays, Diagnostic"
"1587","C0043299","D011859","1010252","X-Rays, Diagnostic"
"1588","C0043299","D011859","76499","DIAG X RAY RADIOL"
"1589","C0043299","D011859","1010252","DIAG X RAY RADIOL"
"1590","C0043299","D011859","76499","ROENTGENOGR"
"1591","C0043299","D011859","1010252","ROENTGENOGR"
"1592","C0043299","D011859","76499","X RAY RADIOL DIAG"
"1593","C0043299","D011859","1010252","X RAY RADIOL DIAG"
"1594","C0043299","D011859","76499","X RAY DIAG"
"1595","C0043299","D011859","1010252","X RAY DIAG"
"1596","C0024485","D008279","76498","ZEUGMATOGR"
"1597","C0043299","D011859","76499","X Ray, Diagnostic"
"1598","C0043299","D011859","1010252","X Ray, Diagnostic"
"1599","C0024485","D008279","76498","Imaging, NMR"
"1600","C0024485","D008279","76498","NMR TOMOGR"
"1601","C0041618","D014463","76999","Medical Sonography"
"1602","C0041618","D014463","1010759","Medical Sonography"
"1603","C0043299","D011859","76499","Diagnostic X Ray"
"1604","C0043299","D011859","1010252","Diagnostic X Ray"
"1605","C0162791","D017408","1022201","Guidelines as Topic"
"1606","C0043299","D011859","76499","Radiology, Diagnostic X Ray"
"1607","C0043299","D011859","1010252","Radiology, Diagnostic X Ray"
"1608","C0162780","D017391","65767","Epikeratoplasties"
"1609","C0043299","D011859","76499","Diagnostic X Ray Radiology"
"1610","C0043299","D011859","1010252","Diagnostic X Ray Radiology"
"1611","C0600371","D032722","99498","Advance Care Planning"
"1612","C0600371","D032722","99497","Advance Care Planning"
"1613","C0040405","D014057","76497","X Ray Computer Assisted Tomography"
"1614","C0040405","D014057","76497","X-Ray CT Scans"
"1615","C0576773","D055104","96369","Infusions, Subcutaneous"
"1616","C0576773","D055104","96370","Infusions, Subcutaneous"
"1617","C0576773","D055104","96371","Infusions, Subcutaneous"
"1618","C0040405","D014057","76497","Tomography, X Ray Computerized"
"1619","C0040405","D014057","76497","Scans, X-Ray CT"
"1620","C0949744","D026301","98925","Treatment, Osteopathic Manipulative"
"1621","C0949744","D026301","98928","Treatment, Osteopathic Manipulative"
"1622","C0949744","D026301","98927","Treatment, Osteopathic Manipulative"
"1623","C0949744","D026301","98929","Treatment, Osteopathic Manipulative"
"1624","C0949744","D026301","98926","Treatment, Osteopathic Manipulative"
"1625","C0949744","D026301","1013559","Treatment, Osteopathic Manipulative"
"1626","C0040405","D014057","76497","Transmission Computed Tomography"
"1627","C0949744","D026301","98925","Osteopathic Manipulative Treatments"
"1628","C0949744","D026301","98928","Osteopathic Manipulative Treatments"
"1629","C0949744","D026301","98927","Osteopathic Manipulative Treatments"
"1630","C0949744","D026301","98929","Osteopathic Manipulative Treatments"
"1631","C0949744","D026301","98926","Osteopathic Manipulative Treatments"
"1632","C0949744","D026301","1013559","Osteopathic Manipulative Treatments"
"1633","C0040405","D014057","76497","Tomography, X Ray Computer Assisted"
"1634","C0949744","D026301","98925","Treatments, Osteopathic Manipulative"
"1635","C0949744","D026301","98928","Treatments, Osteopathic Manipulative"
"1636","C0949744","D026301","98927","Treatments, Osteopathic Manipulative"
"1637","C0949744","D026301","98929","Treatments, Osteopathic Manipulative"
"1638","C0949744","D026301","98926","Treatments, Osteopathic Manipulative"
"1639","C0949744","D026301","1013559","Treatments, Osteopathic Manipulative"
"1640","C0040405","D014057","76497","Computed Tomography, X Ray"
"1641","C0040405","D014057","76497","CT Scans, X-Ray"
"1642","C0040405","D014057","76497","X-Ray CT Scan"
"1643","C0576773","D055104","96369","Subcutaneous Infusion"
"1644","C0576773","D055104","96370","Subcutaneous Infusion"
"1645","C0576773","D055104","96371","Subcutaneous Infusion"
"1646","C0040405","D014057","76497","CT Scan, X Ray"
"1647","C0040405","D014057","76497","Scan, X-Ray CT"
"1648","C0040405","D014057","76497","Computed Tomography, Transmission"
"1649","C0202533","D055101","89320","Semen Analysis"
"1650","C0202533","D055101","89300","Semen Analysis"
"1651","C0202533","D055101","89310","Semen Analysis"
"1652","C0202533","D055101","89321","Semen Analysis"
"1653","C0202533","D055101","89322","Semen Analysis"
"1654","C0202533","D055101","1012549","Semen Analysis"
"1655","C0202533","D055101","89320","Semen Analyses"
"1656","C0202533","D055101","89300","Semen Analyses"
"1657","C0202533","D055101","89310","Semen Analyses"
"1658","C0202533","D055101","89321","Semen Analyses"
"1659","C0202533","D055101","89322","Semen Analyses"
"1660","C0202533","D055101","1012549","Semen Analyses"
"1661","C0576773","D055104","96369","Infusion, Subcutaneous"
"1662","C0576773","D055104","96370","Infusion, Subcutaneous"
"1663","C0576773","D055104","96371","Infusion, Subcutaneous"
"1664","C0040405","D014057","76497","TOMOGRAPHY TRANSM COMPUTED"
"1665","C0202533","D055101","89320","Semen Quality Analyses"
"1666","C0202533","D055101","89300","Semen Quality Analyses"
"1667","C0202533","D055101","89310","Semen Quality Analyses"
"1668","C0202533","D055101","89321","Semen Quality Analyses"
"1669","C0202533","D055101","89322","Semen Quality Analyses"
"1670","C0202533","D055101","1012549","Semen Quality Analyses"
"1671","C0191234","D020519","33011","Pericardiocenteses"
"1672","C0191234","D020519","33010","Pericardiocenteses"
"1673","C0191234","D020519","1006059","Pericardiocenteses"
"1674","C0039989","D013906","1020900","Pleuroscopies"
"1675","C0020710","D015907","58555","Uteroscopies"
"1676","C0009418","D020884","1008717","Vaginotomies"
"1677","C0009418","D020884","1008718","Vaginotomies"
"1678","C0005491","D001676","1012737","Psychology Biofeedbacks"
"1679","C0679560","D005820","88274","Testing, Genetic"
"1680","C0679560","D005820","88275","Testing, Genetic"
"1681","C2717817","D056424","61322","Decompressive Craniectomy"
"1682","C2717817","D056424","61322","Decompressive Craniectomies"
"1683","C0202533","D055101","89320","Quality Analyses, Semen"
"1684","C0202533","D055101","89300","Quality Analyses, Semen"
"1685","C0202533","D055101","89310","Quality Analyses, Semen"
"1686","C0202533","D055101","89321","Quality Analyses, Semen"
"1687","C0202533","D055101","89322","Quality Analyses, Semen"
"1688","C0202533","D055101","1012549","Quality Analyses, Semen"
"1689","C0194907","D056126","54620","Orchiopexies"
"1690","C0194907","D056126","54620","Orchidopexies"
"1691","C0005491","D001676","1012737","Biofeedbacks"
"1692","C0005491","D001676","1012737","Biofeedbacks, Psychology"
"1693","C0005491","D001676","1012737","Psychology Biofeedback"
"1694","C0202533","D055101","89320","Analyses, Semen Quality"
"1695","C0202533","D055101","89300","Analyses, Semen Quality"
"1696","C0202533","D055101","89310","Analyses, Semen Quality"
"1697","C0202533","D055101","89321","Analyses, Semen Quality"
"1698","C0202533","D055101","89322","Analyses, Semen Quality"
"1699","C0202533","D055101","1012549","Analyses, Semen Quality"
"1700","C0005491","D001676","1012737","Biofeedback, Psychology"
"1701","C0679560","D005820","88274","Genetic Testing"
"1702","C0679560","D005820","88275","Genetic Testing"
"1703","C0194907","D056126","54620","Orchiopexy"
"1704","C2717817","D056424","61322","Craniectomy, Decompressive"
"1705","C0202533","D055101","89320","Analysis, Semen Quality"
"1706","C0202533","D055101","89300","Analysis, Semen Quality"
"1707","C0202533","D055101","89310","Analysis, Semen Quality"
"1708","C0202533","D055101","89321","Analysis, Semen Quality"
"1709","C0202533","D055101","89322","Analysis, Semen Quality"
"1710","C0202533","D055101","1012549","Analysis, Semen Quality"
"1711","C0397560","D058366","33750","Baby Operation, Blue"
"1712","C0397560","D058366","33750","Shunt, Blalock Taussig"
"1713","C0397560","D058366","33750","Blalock Taussig Operation"
"1714","C0041271","D058994","1008905","Tubectomies"
"1715","C0397560","D058366","33750","Blalock-Taussig Procedure"
"1716","C0041271","D058994","1008905","Salpingectomy"
"1717","C0370847","D057913","23020","Contracture Release, Capsular"
"1718","C0041271","D058994","1008905","Salpingectomies"
"1719","C0397560","D058366","33750","Procedure, Blalock-Taussig"
"1720","C0397560","D058366","33750","Operation, Blue Baby"
"1721","C0397560","D058366","33750","Operations, Blue Baby"
"1722","C0397560","D058366","33750","Taussig Shunt, Blalock"
"1723","C0189299","D058753","1005871","Laryngoplasties"
"1724","C0189299","D058753","1005872","Laryngoplasties"
"1725","C0397560","D058366","33750","Blalock Taussig Procedure"
"1726","C0397560","D058366","33750","Baby Operations, Blue"
"1727","C0397560","D058366","33750","Blue Baby Operations"
"1728","C0397560","D058366","33750","Operation, Blalock-Taussig"
"1729","C0189299","D058753","1005871","Laryngoplasty"
"1730","C0189299","D058753","1005872","Laryngoplasty"
"1731","C2936173","D015906","92921","Angioplasty, Transluminal, Percutaneous Coronary"
"1732","C2936173","D015906","92920","Angioplasty, Transluminal, Percutaneous Coronary"
"1733","C2936173","D015906","1021163","Angioplasty, Transluminal, Percutaneous Coronary"
"1734","C0358297","D022122","90581","Anthrax Vaccines"
"1735","C0013995","D009786","HJ","Assistance Program, Employee (Health Care)"
"1736","C0013995","D009786","HJ","Assistance Programs, Employee (Health Care)"
"1737","C0005491","D001676","1012737","Biofeedbacks (Psychology)"
"1738","C0008359","D022121","90625","Cholera Vaccines"
"1739","C0718003","D011054","90713","Inactivated Poliovirus Vaccine"
"1740","C0065828","D022542","90707","Measles Mumps Rubella Vaccine"
"1741","C0065828","D022542","90707","Mumps Measles Rubella Vaccine"
"1742","C0718003","D011054","90713","Poliovirus Vaccine, Inactivated"
"1743","C0127526","D022401","90733","Polysaccharide Vaccine, Meningococcal"
"1744","C0013995","D009786","HJ","Program, Employee Assistance (Health Care)"
"1745","C0013995","D009786","HJ","Programs, Employee Assistance (Health Care)"
"1746","C0034496","D011819","90676","Rabies Vaccines"
"1747","C0034496","D011819","90675","Rabies Vaccines"
"1748","C0065828","D022542","90707","Vaccine, MMR"
"1749","C0065828","D022542","90707","Vaccine, Measles-Mumps-Rubella"
"1750","C0127526","D022401","90733","Vaccine, Meningococcal Polysaccharide"
"1751","C0065828","D022542","90707","Vaccine, Mumps-Measles-Rubella"
"1752","C0008359","D022121","90625","Vaccines, Cholera"
"1753","C0034496","D011819","90676","Vaccines, Rabies"
"1754","C0034496","D011819","90675","Vaccines, Rabies"
"1755","C0065828","D022542","90707","Measles-Mumps-Rubella Vaccine"
"1756","C0718003","D011054","90713","Vaccine, Inactivated Poliovirus"
"1757","C0013995","D009786","HJ","Employee Assistance Program (Health Care)"
"1758","C0201709","D008163","82397","Chemiluminescence Measurement"
"1759","C0394799","D059387","64505","Sphenopalatine Ganglion Block"
"1760","C0394799","D059387","64505","Blocks, Sphenopalatine Ganglion"
"1761","C0188970","D059747","1005691","Nasal Surgical Procedures"
"1762","C0188970","D059747","1005691","Surgical Procedures, Nasal"
"1763","C0188970","D059747","1005691","Surgery, Nasal"
"1764","C1113679","D061214","1014550","Safety, Patient"
"1765","C0196594","D061222","64740","Transections, Lingual Nerve"
"1766","C1113652","D061346","88380","Capture Microdissection, Laser"
"1767","C1113652","D061346","88380","Microdissection, Laser Capture"
"1768","C0201709","D008163","82397","Assays, Chemiluminescent"
"1769","C0201709","D008163","82397","Measurement, Chemiluminescence"
"1770","C0201709","D008163","82397","Measurements, Chemiluminescence"
"1771","C0394799","D059387","64505","Block, Pterygopalatine Ganglion"
"1772","C0188970","D059747","1005691","Procedures, Nasal Surgical"
"1773","C1113679","D061214","1014550","Patient Safety"
"1774","C0004398","D001344","88000","Examinations, Post-Mortem"
"1775","C0004398","D001344","1012349","Examinations, Post-Mortem"
"1776","C0004398","D001344","88000","Examinations, Postmortem"
"1777","C0004398","D001344","1012349","Examinations, Postmortem"
"1778","C0188970","D059747","1005691","Surgical Procedure, Nasal"
"1779","C0196594","D061222","64740","Nerve Transection, Lingual"
"1780","C0004398","D001344","88000","Postmortem Examinations"
"1781","C0004398","D001344","1012349","Postmortem Examinations"
"1782","C0394799","D059387","64505","Ganglion Blocks, Sphenopalatine"
"1783","C0394799","D059387","64505","Blocks, Pterygopalatine Ganglion"
"1784","C1113652","D061346","88380","Laser Capture Microdissections"
"1785","C0004398","D001344","88000","Examination, Post-Mortem"
"1786","C0004398","D001344","1012349","Examination, Post-Mortem"
"1787","C0004398","D001344","88000","Post Mortem Examination"
"1788","C0004398","D001344","1012349","Post Mortem Examination"
"1789","C0201709","D008163","82397","Measurements, Chemoluminescence"
"1790","C0188970","D059747","1005691","Procedure, Nasal Surgical"
"1791","C0188970","D059747","1005691","Nasal Surgeries"
"1792","C0196594","D061222","64740","Lingual Nerve Transections"
"1793","C0196594","D061222","64740","Transection, Lingual Nerve"
"1794","C0201709","D008163","82397","Measurement, Chemiluminescent"
"1795","C0201709","D008163","82397","Measurements, Chemiluminescent"
"1796","C0201709","D008163","82397","Chemiluminescent Assay"
"1797","C0394799","D059387","64505","Block, Sphenopalatine Ganglion"
"1798","C0196594","D061222","64740","Nerve Transections, Lingual"
"1799","C1113652","D061346","88380","Capture Microdissections, Laser"
"1800","C1113652","D061346","88380","Microdissections, Laser Capture"
"1801","C0201709","D008163","82397","Chemiluminescent Measurement"
"1802","C0201709","D008163","82397","Assay, Chemiluminescent"
"1803","C0201709","D008163","82397","Chemoluminescence Measurement"
"1804","C0201709","D008163","82397","Measurement, Chemoluminescence"
"1805","C0394799","D059387","64505","Ganglion Blocks, Pterygopalatine"
"1806","C0394799","D059387","64505","Pterygopalatine Ganglion Blocks"
"1807","C0188970","D059747","1005691","Rhinosurgeries"
"1808","C0004398","D001344","88000","Post-Mortem Examinations"
"1809","C0004398","D001344","1012349","Post-Mortem Examinations"
"1810","C0004398","D001344","88000","Examination, Postmortem"
"1811","C0004398","D001344","1012349","Examination, Postmortem"
"1812","C0394799","D059387","64505","Ganglion Block, Sphenopalatine"
"1813","C0394799","D059387","64505","Sphenopalatine Ganglion Blocks"
"1814","C0394799","D059387","64505","Ganglion Block, Pterygopalatine"
"1815","C0188970","D059747","1005691","Nasal Surgical Procedure"
"1816","C0188970","D059747","1005691","Surgeries, Nasal"
"1817","C1113679","D061214","1014550","Patient Safeties"
"1818","C1113679","D061214","1014550","Safeties, Patient"
"1819","C1113652","D061346","88380","Laser Capture Microdissection"
"1820","C0961101","C414006","90732","23-valent pneumococcal capsular polysaccharide vaccine"
"1821","C0961101","C414006","90732","23-valent vaccine"
"1822","C0195681","D023802","57700","Cerclage, Cervical"
"1823","C0195681","D023802","57700","Uterine Cervix Cerclage"
"1824","C0018795","D006328","1013071","Cardiac Catheterization"
"1825","C0441134","D062666","V5","Catheter, Vascular"
"1826","C0441134","D062666","V5","Vascular Catheter"
"1827","C0427599","D063285","85360","Time, Euglobulin Lysis"
"1828","C0427599","D063285","85360","Times, Euglobulin Lysis"
"1829","C0524850","D019635","64999","Neurologic Surgical Procedures"
"1830","C0524850","D019635","1009068","Neurologic Surgical Procedures"
"1831","C0524850","D019635","64999","Procedure, Neurologic Surgical"
"1832","C0524850","D019635","1009068","Procedure, Neurologic Surgical"
"1833","C0185527","D063168","21198","Mandibulectomy, Segmental"
"1834","C0185527","D063168","1014056","Mandibulectomy, Segmental"
"1835","C0398907","D063172","1003834","Repositioning, Chin"
"1836","C0398907","D063172","1003834","Repositionings, Chin"
"1837","C0185527","D063168","21198","Segmental Mandibulectomy"
"1838","C0185527","D063168","1014056","Segmental Mandibulectomy"
"1839","C0185527","D063168","21198","Mandibulectomies, Segmental"
"1840","C0185527","D063168","1014056","Mandibulectomies, Segmental"
"1841","C0398907","D063172","1003834","Genioplasty"
"1842","C0398907","D063172","1003834","Chin Repositionings"
"1843","C0185527","D063168","21198","Segmental Mandibulectomies"
"1844","C0185527","D063168","1014056","Segmental Mandibulectomies"
"1845","C0427599","D063285","85360","Lysis Time, Euglobulin"
"1846","C0427599","D063285","85360","Lysis Times, Euglobulin"
"1847","C0524850","D019635","64999","Neurologic Surgical Procedure"
"1848","C0524850","D019635","1009068","Neurologic Surgical Procedure"
"1849","C0441134","D062666","V5","Catheters, Vascular"
"1850","C0427599","D063285","85360","Euglobulin Lysis Times"
"1851","C0524850","D019635","64999","Procedures, Neurologic Surgical"
"1852","C0524850","D019635","1009068","Procedures, Neurologic Surgical"
"1853","C0398907","D063172","1003834","Genioplasties"
"1854","C0524850","D019635","64999","Surgical Procedure, Neurologic"
"1855","C0524850","D019635","1009068","Surgical Procedure, Neurologic"
"1856","C1456587","D050110","1007385","Bariatric Surgical Procedure"
"1857","C0041618","D014463","76999","Imaging, Ultrasound"
"1858","C0041618","D014463","1010759","Imaging, Ultrasound"
"1859","C0041618","D014463","76999","Imagings, Ultrasound"
"1860","C0041618","D014463","1010759","Imagings, Ultrasound"
"1861","C0041271","D058994","1008905","Tubal Excisions"
"1862","C1456587","D050110","1007385","Procedures, Bariatric Surgical"
"1863","C1456587","D050110","1007385","Surgical Procedures, Bariatric"
"1864","C1456587","D050110","1007385","Procedure, Bariatric Surgical"
"1865","C0040836","D014207","1009091","Trepanations"
"1866","C1456587","D050110","1007385","Surgical Procedure, Bariatric"
"1867","C0040836","D014207","1009091","Trepannings"
"1868","C1456587","D050110","1007385","Metabolic Surgeries"
"1869","C1456587","D050110","1007385","Surgery, Metabolic"
"1870","C0041618","D014463","76999","Ultrasound Imagings"
"1871","C0041618","D014463","1010759","Ultrasound Imagings"
"1872","C1456587","D050110","1007385","Surgeries, Metabolic"
"1873","C0872103","D040561","1021874","Assisted Living Facility"
"1874","C0011209","D036861","59899","Deliveries, Obstetric"
"1875","C0011209","D036861","59899","Delivery, Obstetric"
"1876","C0872103","D040561","1021874","Facilities, Assisted Living"
"1877","C0872103","D040561","1021874","Facility, Assisted Living"
"1878","C0011209","D036861","59899","Obstetric Deliveries"
"1879","C0872103","D040561","1021874","Assisted Living Facilities"
"1880","C0186256","D065526","27120","Acetabuloplasties"
"1881","C0186256","D065526","1014578","Acetabuloplasties"
"1882","C0394697","D065527","64415","Plexus Blockade, Brachial"
"1883","C0394689","D066008","64413","Block, Cervical Plexus"
"1884","C0394689","D066008","64413","Plexus Blocks, Cervical"
"1885","C0394689","D066008","64413","Anesthesia, Cervical Plexus"
"1886","C0394689","D066008","64413","Plexus Blockades, Cervical"
"1887","C0186256","D065526","27120","Acetabuloplasty"
"1888","C0186256","D065526","1014578","Acetabuloplasty"
"1889","C0394689","D066008","64413","Blocks, Cervical Plexus"
"1890","C0086511","D019645","27440","Arthroplasty, Knee"
"1891","C0086511","D019645","27443","Arthroplasty, Knee"
"1892","C0086511","D019645","27446","Arthroplasty, Knee"
"1893","C0086511","D019645","27447","Arthroplasty, Knee"
"1894","C0086511","D019645","27441","Arthroplasty, Knee"
"1895","C0086511","D019645","27442","Arthroplasty, Knee"
"1896","C0394697","D065527","64415","Block, Brachial Plexus"
"1897","C0394697","D065527","64415","Brachial Plexus Blocks"
"1898","C0394697","D065527","64415","Plexus Blockades, Brachial"
"1899","C0394689","D066008","64413","Anesthesias, Cervical Plexus"
"1900","C0394689","D066008","64413","Plexus Anesthesia, Cervical"
"1901","C0394697","D065527","64415","Anesthesia, Brachial Plexus"
"1902","C0394689","D066008","64413","Cervical Plexus Blocks"
"1903","C0394689","D066008","64413","Blockade, Cervical Plexus"
"1904","C0394697","D065527","64415","Blockade, Brachial Plexus"
"1905","C0394689","D066008","64413","Cervical Plexus Block"
"1906","C0394689","D066008","64413","Plexus Block, Cervical"
"1907","C0394689","D066008","64413","Plexus Anesthesias, Cervical"
"1908","C0394697","D065527","64415","Brachial Plexus Blockades"
"1909","C0394689","D066008","64413","Plexus Blockade, Cervical"
"1910","C0394697","D065527","64415","Brachial Plexus Block"
"1911","C0394697","D065527","64415","Blockades, Brachial Plexus"
"1912","C0394697","D065527","64415","Blocks, Brachial Plexus"
"1913","C0394689","D066008","64413","Cervical Plexus Anesthesias"
"1914","C0394689","D066008","64413","Blockades, Cervical Plexus"
"1915","C0394689","D066008","64413","Cervical Plexus Blockades"
"1916","C0498277","D000069237","20605","Arthrocenteses, Temporomandibular Joint"
"1917","C0498277","D000069237","20605","Joint Arthrocenteses, Temporomandibular"
"1918","C0195331","D000069339","57530","Trachelectomy, Vaginal"
"1919","C0195331","D000069339","1008799","Trachelectomy, Vaginal"
"1920","C0498277","D000069237","20605","Joint, Aspiration,Temporomandibular"
"1921","C0020587","D006990","90880","Hypnotherapies"
"1922","C0079104","D014626","88177","Cervical Smear"
"1923","C0079104","D014626","88175","Cervical Smear"
"1924","C0079104","D014626","88174","Cervical Smear"
"1925","C0086511","D019645","27440","Arthroplasty, Total Knee"
"1926","C0086511","D019645","27443","Arthroplasty, Total Knee"
"1927","C0086511","D019645","27446","Arthroplasty, Total Knee"
"1928","C0086511","D019645","27447","Arthroplasty, Total Knee"
"1929","C0086511","D019645","27441","Arthroplasty, Total Knee"
"1930","C0086511","D019645","27442","Arthroplasty, Total Knee"
"1931","C0498277","D000069237","20605","Joints, Arthrocentesis,Temporomandibular"
"1932","C0498277","D000069237","20605","TMJ Arthrocenteses"
"1933","C0498277","D000069237","20605","Arthrocentesis, Temporomandibular Joint"
"1934","C0195331","D000069339","57530","Cervicectomies, Vaginal"
"1935","C0195331","D000069339","1008799","Cervicectomies, Vaginal"
"1936","C0041618","D014463","76999","Ultrasound, Diagnostic"
"1937","C0041618","D014463","1010759","Ultrasound, Diagnostic"
"1938","C0162650","D017218","59012","Blood Samplings, Cord"
"1939","C0195127","D019152","57020","Culdocenteses"
"1940","C0498277","D000069237","20605","Arthrocenteses, TMJ"
"1941","C0498277","D000069237","20605","Aspirations, Temporomandibular Joint"
"1942","C0498277","D000069237","20605","Joint Arthrocentesis, Temporomandibular"
"1943","C0087111","D013812","97139","Treatments"
"1944","C0079104","D014626","88177","Smear, Cervical"
